text,label
"The High Court, in our view, erroneously held that the evidence of P.Ws. 2, 5, 6 and 7 could not establish the chain of circumstantial evidence only pointing to the guilt of the accused.",Ratio of the decision
"By now, it is well settled principle that in order to sustain a conviction of circumstantial evidence, the prosecution must establish that the chain of circumstances only consistently point to the guilt of the accused and inconsistence with his innocence.",Ratio of the decision
"A cumulative reading of the evidence of P.Ws. 2, 5, 6 and 7 together with the medical evidence and non explanation of the accused scratch marks on his face, we are of the view that the prosecution has consistently established the guilt of the accused and inconsistent with his innocence.",Ratio of the decision
"The High Court, therefore, was not justified in recording the acquittal of the accused.",Ratio of the decision
The impugned order of the High Court acquitting the accused respondent is accordingly quashed and set aside.,Ruling by Present Court
"The accused is on bail, his bail bonds and sureties stand cancelled.",Ruling by Present Court
He is directed to be taken back to custody forthwith.,Ruling by Present Court
Compliance within one month.,Ruling by Present Court
The appeal is allowed accordingly.,Ruling by Present Court
Appeal allowed.,Ruling by Present Court
Challenge in these appeals is to the judgment of a Division Bench of the Kerala High Court.,Facts
"The Civil Revision petitions in proceedings under Order 34 Rule 5 of the Code of Civil Procedure, 1908 (in short the 'Code') were dismissed by a common judgment dated 02 June 1997.",Facts
"Factual position, which is practically undisputed need to be noted in brief.",Ratio of the decision
The decrees for sale in the above cases were passed on 08 February 1989 and 30 July 1985 respectively.,Facts
"At the time of passing the decrees in the case, amendments as applicable to the State of Kerala were in force.",Facts
"The amendment stood repealed by virtue of section 97(1) of the Code of Civil Procedure (Amendment) Act, 1976 (Act 104 of 1976)(in short the 'Amendment Act') which came into force on 01 February 1977.",Ratio of the decision
"By an amendment effected section 122 of the Code, by the High Court of Kerala, Order 34 of the Code as existed before 01 February 1977 was incorporated in the Code with effect from 20 November 1990.",Ratio of the decision
"It is thus clear that on the dates when decrees were passed in the case, the Civil Procedure Code was in force in the State of Kerala.",Ratio of the decision
The prayer for redemption in terms of Order 34 Rule 5 of the Code as made by the judgment debtors was rejected.,Facts
The High Court held that the petitions under Order 34 Rule 5 were not maintainable on two grounds namely.,Ruling by Lower Court
"U/s. 60 of the Transfer of Property Act, 1882 (in short the 'Act') right to redemption continues to inhere in a mortgage only until it is extinguished by act of parties or by a decree of Court.",Ratio of the decision
"By the passing of a decree, the mortgage security merges in the decree and is replaced by the security of the order of sale.",Ratio of the decision
Accordingly the right of redemption is extinguished by the final decree under Order 34 Rule 5(3) of Code.,Ratio of the decision
Reliance was placed on a decis ion of the Patna High Court in Sheo Narain Sah vs Mt. Deolchan Kuer (AIR 1943 Patna 208).,Argument
"Though a right under Order 34 Rule 5 was available under the Code, after the substitution of Order XXXIV by the Kerala amendment there is no such right available to the Mortgagor.",Ratio of the decision
Learned counsel for the appellants submitted that the High Court's view is clearly untenable.,Argument
"First, the Kerala amendment became non est. because of the Amendment Act.",Ratio of the decision
"Secondly, the view expressed by the Patna High Court was not approved by this Court.",Ratio of the decision
"Learned counsel for the respondents on the other hand submitted that it was commonly believed that the Kerala amendment introduced on 15 January 1974 was in force at all times and the fresh amendment done in November, 1990 was just by way of clarification that it was effective till the amendment.",Argument
"High Court has held that by the passing of the decree for sale, the mortgage debt is merged into the decree and thereafter right to redemption is not available.",Ratio of the decision
"In taking that view, the High Court has relied on the decision of the Patna High Court in Sheo Narayan's case (supra).",Ratio of the decision
The view taken by the Patna High Court was held to be not the correct view as observed by this Court in Mhadagonda Ramgonda Patil and Ors. vs Shripal Balwant Rainade & Ors. (1988 (3) SCC 298 1988 Indlaw SC 456).,Precedent
It was held that unless and until a decree of order debarring the mortgagor from redeeming the property is passed under Sub Rule 3(a) of Rule 8 of Order XXXIV the right of redemption is available.,Precedent
It was inter alia held as follows:,Precedent
It is thus manifestly clear that the right of redemption will be extinguished (1) by the act of the parties or (2) by the decree of a court.,Precedent
We are not concerned with the question of extinguishment of the right of redemption by the act of the parties.,Precedent
The question is whether by the preliminary decree or final decree passed in the earlier extinguished.,Precedent
"The decree that is referred to in the proviso to section 60 of the Transfer of Property Act is a final decree in a suit for foreclosure, as provided in sub rule (2) of Rule 3 of Order 34 and a final decree in a redemption suit as provided in Order 34, Rule 8(3)(a) of the Code of Civil Procedure.",Precedent
"Sub rule (2) of Rule 3, inter alia, provides that where payment in accordance with sub rule (1) has not been made, the court shall, on an application made by the plaintiff in this behalf, pass a final decree declaring that the defendant and all persons claiming through or under him are debarred from all right to redeem the mortgaged property and also, if necessary, ordering the defendant to put the plaintiff in possession of the property.",Precedent
"Thus, in a final decree in a suit for foreclosure, on the failure of the defendant to pay all amounts due, the extinguishment of the right of redemption has to be specifically declared.",Precedent
"Again, in a final decree in a suit for redemption of mortgage by conditional sale or for redemption of an anomalous mortgage, the extinguishment of the right of redemption has to be specifically declared, as provided in clause (a) of sub rule (3) of Rule 8 of Order 34 of the Code of Civil Procedure.",Ratio of the decision
"These are the two circumstances (1) a final decree in a suit for foreclosure under Order 34, Rule 3(2); and (2) a final decree in a suit for redemption under Order 34, Rule 8(3)(a) of the Code of Civil Procedure when the right of redemption is extinguished.",Ratio of the decision
"In the instant case, the earlier suit was not a suit for foreclosure nor was either of the mortgages, a mortgage by conditional sale or an anomalous mortgage and, accordingly, there was no declaration in the final decree passed in the earlier suit for redemption that the respondents would be debarred from all right to redeem the mortgaged property.",Ratio of the decision
Rule 5(1) of Order 34 expressly recognized the right of the mortgagor to redeem the mortgage at any time before the confirmation of a sale made in pursuance of a final decree passed in a suit for sale.,Ratio of the decision
"Similarly, Rule 8(1) of Order 34 permits the mortgagor to redeem the mortgaged property before the confirmation of the sale held in pursuance of a final decree in a redemption suit, unless such final decree debars the mortgagor from all right to redeem the mortgaged property which, as noticed earlier, is provided for in sub rule (3)(a) of Rule 8 of Order 34 relating to a mortgage by conditional sale or an anomalous mortgage.",Ratio of the decision
"Thus, the provisions of Order 34 have laid down in clear terms the circumstances when the right of redemption of the mortgagor would stand extinguished.",Ratio of the decision
"It is also clear that in a suit for redemption, a mortgage other than a mortgage by conditional sale or an anomalous mortgage, the mortgagor has a right of redemption even after the sale has taken place pursuant to the final decree, but before the confirmation of such sale.",Ratio of the decision
"In view of these provisions, the question of merger of mortgage debt in the decretal debt does not at all arise.",Ratio of the decision
"We are, therefore, of the view that the decision in Sheo Narain case in so far as it lays down the merger of the mortgage debt in the decretal debt and the consequent extinguishment of the right of redemption of the mortgagor after the passing of the final decree in a suit for redemption is erroneous.""",Ratio of the decision
"As there is no such final decree in this case, the right of the mortgagor to redeem the property is available to him till the confirmation of the sale in pursuance to the decree.",Ratio of the decision
"The High Court further held that the right of redemption provided for under Order XXXIV Rule 5 is not available to the appellants in view of the fact that by the time the applications were filed, the Code as amended by substituting Order XXXIV do not contain a similar provision with effect from 20 November 1990.",Ratio of the decision
This view is also not correct.,Ratio of the decision
The decrees in the case were passed at a time when the Code was in force in the State of Kerala and the amendment in 1974 so far as the State of Kerala is concerned was not operative.,Ratio of the decision
Composite decrees were passed in both under order XXXIV Rule 4 and 5 together.,Ratio of the decision
"Those were the provisions in regard to enforcement of mortgages, and whatever may be the wording of the decree, they shall be deemed to be passed under Order XXXIV Rule 5 as it stood at the time of the passing of the decree.",Ratio of the decision
It is not necessary that all the clauses mentioned in the provisions under which the decree is passed should be incorporated in the decree.,Ratio of the decision
"While interpreting such a decree, it must be read as if all the provisions therein are incorporated in the decree.",Ratio of the decision
"The Court may not at the time of passing of the decree, be aware as to which contingency will happen in future.",Ratio of the decision
Each of the decrees was under Order XXXIV Rule 5 of the Code as it stood before 20 November 1990.,Ratio of the decision
"The effect of section 97(1) of the Amendment Act is that all the local amendments made to any of the provisions of the Code either by a State Legislature or by a High Court which were inconsistent with the Code as amended by the Amendment Act stood repealed irrespective of the fact whether the corresponding provision of the Code had been amended or modified by the Amendment Act and that was subject only to what was found in sub section (2) of Section 97. (See Ganpat Giri vs IInd Additional District Judge, Balia and Ors. (AIR 1986 SC 589 1986 Indlaw SC 313).",Precedent
"That being so, till 20 November 1990, the Kerala amendment was not effective from 01 February 1977.",Ratio of the decision
While considering a case interpreting Order XX Rule 12 of the Code in Chittoori Subbanna Vs.,Precedent
Kudappa Subbanna (AIR 1965 SC 1325 1964 Indlaw SC 231) this Court laid down the principles to be followed in interpreting such decrees when the decree has not specifically mentioned all the clauses in the provision under which the decree is passed.,Precedent
Right of redemption of a mortgage is a substantive right of Mortgagor which has accrued to him to be exercised under Order XXXIV Rule 5 of the Code when the decree was passed which cannot be taken away by the amendment of order XXXIV of the Code which was made only after the decree in this case.,Precedent
"An application under Order XXXIV Rule 5 is maintainable until the final determination of proceedings to set aside the sale under Order XXXIV either by way of appeal or revision. (See Manganlal Vs m/s. Jaiswal Industries Neemach & Ors. 1989 (4) SCC 344 1989 Indlaw SC 647, New Kenilworth Hotel (P) Ltd. Vs.",Precedent
"Ashoka Industries Ltd. & Ors 1995 (1) SCC 161 1994 Indlaw SC 1114, section Sivaprakasam Vs.",Ratio of the decision
"B.V. Muniraj & Ors 1997 (9) SCC 636 1997 Indlaw SC 861, U. Nilan Vs.",Ratio of the decision
"Kannayyan (Dead) Through Lrs. 1999 (8) SCC 511 1999 Indlaw SC 531, Kharaiti Lal Vs.",Ratio of the decision
"Raminder Kaur & Ors 2000(3) SCC 664 2000 Indlaw SC 215, V.K. Palaniappa Chettiar (Dead) by LRs Vs.",Ratio of the decision
U. Ramaswamy Grounder & Anr. 2001 (4) SCC 413 2001 Indlaw SC 20204).,Ratio of the decision
"In the present appeals, the applications were filed before the proceedings for setting aside the sale were pending before the executing court or in appeal.",Ratio of the decision
"In C.A. 1488 89 of 2000 proceedings under order XXI Rule 90 were pending and they were finally decided in C.M.A 353 of 1995 by order dated 02 June 1997, along with the main order.",Ratio of the decision
In C.A. No.1490 91 of 2000 proceedings under Order 21 Rule 89 to set aside the sale was finally decided only by the order dated 02 June 1997 in C.M.A. 18 of 1993 and the application under Order 34 Rule 5 was filed earlier.,Ratio of the decision
It is also seen that no order has been passed by the Court confirming the sale as required under Order 21 Rule 92.,Ratio of the decision
"Above being the position, the impugned judgment of the High Court is indefensible and is set aside.",Ruling by Present Court
Appeals are allowed.,Ruling by Present Court
Costs made easy.,Ruling by Present Court
Appeals allowed.,Ruling by Present Court
State of Madhya Pradesh runs an establishment in Delhi known as Madhya Pradesh Bhawan.,Facts
Respondent was appointed on temporary basis from time to time with breaks in services.,Facts
He worked for the period 13.12.1991 to 1.3.1994.,Facts
"After his services were terminated, an industrial dispute was raised.",Facts
The said dispute was referred for its determination before the Industrial Tribunal.,Facts
"The Industrial Tribunal by an Award dated 26.7.2002, while holding that in terminating the services of the respondents the appellant has failed to comply with the statutory requirements contained in section 25 F of the Industrial Disputes Act, awarded only retrenchment compensation alongwith notice pay together with interest @ 9% per annum.",Facts
Validity of the said Award was not questioned by the appellant.,Facts
"Respondent, however, filed a Writ Petition thereagainst.",Facts
"By a Judgment and Order dated 24.2.2005 and 15.4.2005, a learned Single Judge of the Delhi High Court allowed the said Writ Petition directing re instatement of the respondent with full back wages.",Ruling by Lower Court
An intra court appeal preferred thereagainst has been dismissed by a Division Bench of the said Court by reason of the impugned judgment.,Facts
"Mr. Vikas Singh, learned Additional Solicitor General appearing on behalf of the appellant would submit that Madhya Pradesh Bhawan being merely a Circuit House of the Government of Madhya Pradesh, is not an ""Industry"" within the meaning of section 2(j) of the Industrial Disputes Act.",Argument
"Learned counsel urged that in that view of the matter, it was not a fit case where a direction of re instatement with full back wages should have been issued.",Argument
"Mr. Sujoy Ghosh, learned counsel appearing on behalf of the respondent, on the other hand, would submit that although the question as to whether sovereign functions of the State would come within the purview of the definition of ""Industry"" is pending for consideration before the Seven Judges' Bench having been referred to by a Constitution Bench in State of U.P. v Jai Bir Singh [(2005) 5 SCC 1 2005 Indlaw SC 766], but so long the existing law is not set aside, Madhya Pradesh Bhawan wherein even the private guests are also entertained would bring the establishment within the purview of ""Industry"".",Argument
"In any event, the industrial court having arrived at a finding to that effect in its Award dated 26.7.2002 which having not been questioned, the appellant cannot be permitted to raise the same before this Court.",Facts
"It was contended that artificial breaks after 89 days of service being not bonafide, the termination of the services of a workman would not come within the exceptions envisaged under section 2(oo) (bb) of the Act.",Argument
"It was urged that Industrial Disputes Act does not make any distinction between a daily wager and the permanent employee, in view of the definition of ""workman"" as contained in section 2(s) thereof.",Argument
"The High Court, therefore, cannot be said to have committed any illegality in directing the re instatement of the respondent with full back wages as admittedly the provisions of section 25 F of the Industrial Disputes Act had not been complied with.",Ratio of the decision
"The question as to whether the activities of the Appellant satisfy the tests laid down in the statutory definition of ""Industry"" as contained in section 2(j) of the Industrial Disputes Act or not, in our opinion need not be gone into in this case.",Ratio of the decision
Industrial Court opined that it was an Industry.,Ratio of the decision
The legality of the Award of the Industrial Court was not questioned.,Ratio of the decision
"So far as the appellant is concerned, it, thus, attained finality.",Ratio of the decision
"It, therefore, in our opinion cannot now be permitted to turn round and contend that its Delhi establishment does not come within the purview of the definition of ""Industry"".",Ratio of the decision
"The question, however, which arises for consideration is as to whether in a situation of this nature, the learned Single Judge and consequently the Division Bench of the Delhi High Court should have directed re instatement of the respondent with full back wages.",Ratio of the decision
"Whereas at one point of time, such a relief used to be automatically granted, but keeping in view several other factors and in particular the doctrine of public employment and involvement of the public money, a change in the said trend is now found in the recent decisions of this Court.",Ratio of the decision
This Court in a large number of decisions in the matter of grant of relief of the kind distinguished between a daily wager who does not hold a post and a permanent employee.,Ratio of the decision
"It may be that the definition of ""workman"" as contained in section 2(s) of the Act is wide and takes within its embrage all categories of workmen specified therein, but the same would not mean that even for the purpose of grant of relief in an industrial dispute referred for adjudication, application for constitutional scheme of equality adumbrated articles 14 and 16 of the Constitution of India, in the light of a decision of a Constitution Bench of this Court in Secretary, State of Karnataka and Others v Umadevi (3) and Others [(2006) 4 SCC 1 2006 Indlaw SC 125], and other relevant factors pointed out by the Court in a catena of decisions shall not be taken into consideration.",Ratio of the decision
"The nature of appointment, whether there existed any sanctioned post or whether the officer concerned had any authority to make appointment are relevant factors.",Ratio of the decision
"See M.P. Housing Board and Another v Manoj Shrivastava [(2006) 2 SCC 702 2006 Indlaw SC 259], State of M.P. and Others v Arjunlal Rajak [(2006) 2 SCC 711 2006 Indlaw SC 260] and M.P. State Agro Industries Development Corpn.",Ratio of the decision
Ltd and Another v S.C. Pandey [(2006) 2 SCC 716] 2006 Indlaw SC 263,Ratio of the decision
Our attention has been drawn to a recent decision of this Court in Jasbir Singh vs Punjab & Sind Bank and Others reported in [(2007) 1 SCC 566] 2006 Indlaw SC 889 by the learned counsel appearing on behalf of the respondent.,Ratio of the decision
We do not see as to how the said decision is applicable to the fact of the present case.,Ratio of the decision
"In Jasbir Singh 2006 Indlaw SC 889 (supra), the Order of termination was passed on the ground of misconduct.",Ratio of the decision
"The said question was also the subject matter of a suit, wherein the Civil Court had held that the appellant therein was not guilty of the misconduct.",Ratio of the decision
"In that context only, the question in regard to the relief granted by the Court was considered in the light of the relief which may be granted by the Industrial Court under Section 11A of the Industrial Disputes Act stating;",Ratio of the decision
"It was, however, urged that no back wages should be directed to be paid.	Ratio of the decision
Reliance in this behalf has been placed on U.P. State Brassware Corpn.	Ratio of the decision
Ltd. vs Uday Narain Pandey.	Ratio of the decision
In that case, this Court was dealing with a power of the Industrial Courts under Section 11 A of the Industrial Disputes Act.	Ratio of the decision
Therein, as the establishment was closed, the question of reinstatement of the workman did not arise.	Ratio of the decision
Still then, 25% back wages were directed to be paid as also the compensation payable in terms of Section 6 N of the U.P. Industrial Disputes Act.	Ratio of the decision
The judgments of both the civil court and the criminal court established that the appellant was treated very unfairly and unreasonably.	Ratio of the decision
For all intent and purport, a criminal case was foisted upon him.	Ratio of the decision
A confession, according to learned Chief Judicial Magistrate, was extracted from him by the bank officers in a very cruel manner.	Ratio of the decision
It is, therefore, not a case where back wages should be denied.	Ratio of the decision
The respondent Bank has tried to proceed against the appellant in both in civil proceedings as well as in criminal proceedings and at both the independent forums, it failed.",Ratio of the decision
"We may notice that recently in Muir Mills Unit of NTC (U.P.) Ltd. vs Swayam Prakash Srivastava and Another [(2007) 1 SCC 491 2006 Indlaw SC 891], a Bench of this Court opined :",Precedent
"With regard to the contention of the respondents that in the present fact scenario retrenchment is bad under law as conditions under Section 6 N, which talks about a reasonable notice to be served on an employee before his/her retrenchment, is not complied with; we are of the view that even under Section 6 N the proviso states that no such notice shall be necessary if the retrenchment is under an agreement which specifies a date for the termination of service.",Precedent
"In the present case on the perusal of the appointment letter it is clear that no such notice needs to be issued to Respondent no. 1.""",Ratio of the decision
The respondents had referred to many cases with regard to back wages to be paid to the retrenched workman.,Ratio of the decision
The learned counsel cited a string of decisions of this Court in support of this contention.,Ratio of the decision
"We are however not addressing this plea of the respondents as we have already observed that Respondent 1 is not a workman under the Industrial Disputes Act, 1947 and the U.P. ID Act, 1947 and also that the retrenchment was not illegal and therefore the question of back wages does not arise.",Ratio of the decision
"We may also notice that in Uttranchal Forest Development Corporation v M.C. Joshi [2007 (3) SCALE 545 2007 Indlaw SC 149], this Court held;",Precedent
"Although according to the learned counsel appearing on behalf of the appellant the Labour Court and the High Court committed an error in arriving at a finding that in terminating the services of the respondent, the provisions of Section 6N of the UP Industrial Disputes Act were contravened, we will proceed on the basis that the said finding is correct.	Precedent
The question, however, would be as to whether in a situation of this nature, relief of reinstatement in services should have been granted.	Precedent
It is now well settled by reason of a catena of decisions of this Court that, the relief of reinstatement with full back wages would not be granted automatically only because it would be lawful to do so.	Precedent
For the said purpose, several factors are required to be taken into consideration, one of them being as to whether such an appointment had been made in terms of the statutory rules.	Precedent
Delay in raising an industrial dispute is also a relevant fact.",Precedent
"In Haryana State Electronics Development Corporation v Mamni [AIR 2006 SC 2427 2006 Indlaw SC 190], this Court directed payment of compensation.",Ratio of the decision
Similar orders were passed in North Eastern Karnataka Rt.,Ratio of the decision
Corporation vs Ashappa [(2006) 5 SCC 137 2006 Indlaw SC 243] and U.P. State Road Transport Corporation vs Man Singh [(2006) 7 SCC 752 2006 Indlaw SC 516],Ratio of the decision
In Man Singh 2006 Indlaw SC 516 (supra) it was held:,Precedent
"The respondent admittedly raised a dispute in 1986, i.e. after a period of about 12 years, it may be true that in an appropriate case, as has been done by the Labour Court, delay in raising the dispute would have resulted in rejection of his claim for back wages for the period during which the workman remains absent as has been held by this Court in Gurmail Singh vs Principal, Govt.",Precedent
College of Education 1999 Indlaw SC 1598.,Ratio of the decision
"But the discretionary relief, in our opinion, must be granted upon taking into consideration all attending circumstances.",Ratio of the decision
"The appellant is a statutory corporation Keeping in view the fact that the respondent was appointed on a temporary basis, it was unlikely that he remained unemployed for such a long time.",Ratio of the decision
"In any event, it would be wholly unjust at this distance of time. i.e. after a period of more than 30 years, to direct reinstatement of the respondent in service.",Ratio of the decision
"Unfortunately, the Labour Court or the High Court did not consider these aspects of the matter.",Ratio of the decision
"Keeping in view the particular facts and circumstances of this case, we are of the opinion that instead and in place of the direction for reinstatement of the respondent together with back wages from 1986, interest of justice would be subserved if the appellant is directed to pay a sum of rs. 50,000 to him.",Ratio of the decision
"Similar orders, we may place on record, have been passed by this Court in State of Rajasthan vs Ghyan Chand, 2006 Indlaw SC 1610 State of MP vs Arjunlal Rajak 2006 Indlaw SC 260, Nagar Mahapalika (now Municipal Corporation) vs State of U.P., and Haryana State Electronics Development Corporation Ltd. vs Mamni 2006 Indlaw SC 190.""",Precedent
It was further held :,Precedent
"The legal position has since undergone a change in the light of a Constitution Bench decision of this Court in Secretary, State of Karnataka & Ors. vs Uma Devi (3) & Ors. [(2006) 4 SCC 1] 2006 Indlaw SC 125 wherein this Court held that 'State' within the meaning of article 12 of the Constitution of India is under a constitutional obligation to comply with the provisions contained in articles 14 and 16 of the Constitution of India.",Precedent
"In this case, the Industrial Court exercised its discretionary jurisdiction under Section 11A of the Industrial Disputes Act.",Ratio of the decision
"It merely directed the amount of compensation to which the respondent was entitled to, had the provisions of section 25 F been complied with should be sufficient to meet the ends of justice.",Ratio of the decision
"We are not suggesting that the High Court could not interfere with the said order, but the discretionary jurisdiction exercised by the Industrial Court, in our opinion, should have been taken into consideration for determination of the question as to what relief should be granted in the peculiar facts and circumstances of this case.",Ratio of the decision
Each case is required to be dealt with in the fact situation obtaining therein.,Ratio of the decision
"We, therefore, are of the opinion that keeping in view the peculiar facts and circumstances of this case and particularly in view of the fact that the High Court had directed re instatement with full back wages, we are of the opinion that interest of justice would be subserved if appellant herein be directed to pay a sum of rs. 75,000/ by way of compensation to the respondent.",Ratio of the decision
This appeal is allowed to the aforementioned extent.,Ruling by Present Court
"However, in the facts and circumstances of this case, there shall be no order as to costs.",Ruling by Present Court
Appeal allowed.,Ruling by Present Court
The present appeal has been filed against the order dated 10.01.2005 passed by the Intellectual Property Appellate Board (in short 'the Board') in Original Appeal no. 35/2004/TM/KOL whereby the Board allowed the appeal filed by the respondent herein while setting aside the order dated 31.03.2004 passed by the Assistant Registrar of Trade Marks.,Facts
Brief facts:,Facts
"(a) One Shri Lal Babu Priyadarshi the appellant herein, trading as M/s Om Perfumery, Bakerganj, Daldali Road, Patna made an application to the Registrar of Trade Marks to register a trade mark by name ""RAMAYAN"" with the device of crown in class 3 in respect of incense sticks (agarbattis, dhoops) and perfumeries etc.",Facts
"(b) One Shri Amritpal Singh the respondent herein, was a dealer for the sale of the products of the appellant herein and was also trading as M/s Badshah Industries, Chitkohra, Punjabi Colony, Patna.",Facts
"The respondent herein filed a Notice of Opposition to oppose the registration of aforesaid trade mark under Sections 9, 11(a), 11(b), 11(e), 12(1), 12(3) and 18(1) of the Trade and Merchandise Marks Act, 1958 [repealed by the Trade Marks Act, 1999 (47 of 1999) in short 'the Act'] claiming that the impugned mark, being the name of a religious book, cannot become the subject matter of monopoly for an individual.",Facts
"(c) The Assistant Registrar of Trade Marks, after holding that the impugned trade mark consists of device of crown and the word ""RAMAYAN"" is capable of distinguishing the goods and is not included in the list of marks not registrable under the Act, by order dated 31.03.2004, dismissed the application filed by the respondent herein.",Facts
"(d) Being aggrieved by the order dated 31.03.2004, the respondent herein preferred an appeal before the Board being Original Appeal no. 35/2004/TM/KOL.",Facts
"The Board, by order dated 10.01.2005, set aside the order dated 31.03.2004, passed by the Assistant Registrar of Trade Marks.",Facts
"(e) Aggrieved by the order dated 10.01.2005, the appellant has filed this appeal by way of special leave.",Facts
"Heard Ms. Anuradha Salhotra, learned counsel for the appellant and Mr. Sudhir Chandra, learned senior counsel for the respondent.",Ratio of the decision
"The sole question for consideration before this Court is whether the registration of the word ""RAMAYAN"" as a trade mark, being the name of a Holy Book of Hindus, is prohibited under Section 9(2) of the Trade Marks Act, 1999?",Ratio of the decision
Rival submissions:,Argument
"Learned counsel for the appellant submitted that the appellant was in the business of manufacturing, trading and marketing of incense sticks since 1981 and the respondent herein was a dealer of the appellant herein.",Argument
"The goods under the trade mark ""RAMAYAN"" have been advertised by him through various means including the publication of cautionary notices in newspapers.",Argument
"Learned counsel further submitted that through extensive use, wide advertisement and the excellent quality of the products, the trademark ""RAMAYAN"" and the carton in which the products are sold has become distinctive in such a manner that use of the same or similar trademark or carton by any other person will cause confusion and deception in the trade and amongst the public.",Argument
The sale was done through a network of dealers and distributors and the respondent herein was a dealer of the appellant herein.,Argument
"Learned counsel submitted that after the termination of dealership, the respondent herein started selling incense sticks under the trade mark ""RAMAYAN"" written in the same style and manner.",Argument
"Learned counsel further contended that the mere fact that the trade mark, being the name of a religious book, cannot be a sufficient ground for refusal of registration under Section 9(2) of the Act and is not based on evidence on record that the feelings of any section of the Hindus having been hurt by its use in relation to incense sticks.",Argument
She further submitted that the Assistant Registrar of Trade Marks rightly held that the impugned trade mark consists of device of crown and the word is capable of distinguishing the goods of the appellant herein and the trade mark is not included in the list of marks not registrable under the Act.,Argument
"She further claimed that it has already been proved before the Court of Assistant Registrar that the appellant was using the trade mark since 1981 and hence, is the prior user in comparison to the respondent.",Argument
"According to the learned counsel, the Board, totally misconstrued the observations of the Standing Committee in the Eighth Report on the Trade Marks Bill, 1993.",Argument
"Relying upon Clause 13.3 of the said report, it was submitted that even though the Committee had observed that ""any symbol relating to religious gods, goddesses, places of worship should not ordinarily be registered as a trade mark"", it specifically refrained from prohibiting registration of such marks.",Argument
It was further submitted that the Board has erroneously relied upon the decision of this Court in Registrar of Trade Marks vs Ashok Chandra Rakhit AIR 1955 SC 558 1955 Indlaw SC 88 by proceeding on the basis that the said case was an authority on the question that all religious names or symbols are prohibited from being registered whereas the fact of the matter is that this Court had merely upheld the concurrent findings of the Registrar and the High Court that the word 'SHREE' was incapable of distinguishing the goods of any one trader.,Argument
"The said case is also distinguishable by the fact that it was the invariable practice of the trade mark office not to register the word 'SHREE' but this is not so with the word ""RAMAYAN"".",Argument
"Relying upon a decision of this Court in Mumbai International Airport Private Limited vs Golden Chariot Airport and Another (2010) 10 SCC 422 2010 Indlaw SC 776, it is further submitted that the respondent herein had himself claimed the use of the identical mark and therefore, it did not lie in his mouth to object to the registration of the word in the name of the appellant.",Argument
She further contended that the Board ought to have seen that there are several cases which indicate that the use of the names of Hindu deities as trade mark is a common practice and no one has complained about the same being sensitive to Hindu religious sentiments for which reliance was placed on a decision of this Court in K.R. Chinna Krishna Chettiar vs Sri Ambal & Co. AIR 1970 SC 146 1969 Indlaw SC 170.,Argument
"Learned counsel also placed reliance on Corn Products Refining Co. vs Shangrila Food Products Ltd. 1960 (1) SCR 968 1959 Indlaw SC 211 in support of the submission that before the applicant can seek to derive assistance for the success of his application from the presence of a number of marks having one or more common features which occur in his mark also, he has to prove that those marks had acquired a reputation by user in the market.",Argument
"Learned counsel finally contended that the Board erred in law while setting aside the judgment of the Assistant Registrar of Trade Marks while holding adversely about its distinctiveness, the mark causing deception and not having been used in an honest manner.",Argument
"Learned senior counsel for the respondent contended that the impugned mark, being name of a religious book, cannot become the subject matter of monopoly for an individual.",Argument
"He further contended that the mark ""RAMAYAN"" is not a distinctive mark and is devoid of any distinctive character.",Argument
The mark is not capable of distinguishing the goods of one person from those of another.,Argument
"It was also contended that the mark ""RAMAYAN"" is not registrable since it is the name of a famous and well known religious book.",Argument
It was also claimed that more than 20 traders in Patna and many more are using the trade mark and thus it has become public juris.,Argument
"In support of the same, learned senior counsel placed reliance upon a decision of this Court in National Bell Co. vs Metal Goods Mfg. Co. (P) Ltd. and Another 1970 (3) SCC 665 1970 Indlaw SC 524.",Argument
"He further submitted that the impugned mark is identical with the respondent's mark ""BADSHAH RAMAYAN"" which is pending registration and the impugned registration will cause harassment to other traders and purchasing public would be bound to be confused and deceived.",Argument
Learned senior counsel finally claimed that the Board was right in setting aside the order dated 31.03.2004 passed by the Assistant Registrar of Trade Marks.,Argument
We have carefully gone through the relevant documents and perused the material on record.,Ratio of the decision
Discussion:,Ratio of the decision
"The appellant herein filed an application dated 25.08.1994 being no. 638073 B in class 3 for registration of a trade mark consisting of the word ""RAMAYAN"" with the device of crown in respect of incense sticks (agarbatties) and perfumeries etc.",Ratio of the decision
The appellant herein claimed the user since 01.01.1987.,Ratio of the decision
He further filed a request to rectify the user from 01.01.1981 which was allowed by the Assistant Registrar of Trade Marks.,Ratio of the decision
"While opposing the application in class 3 for registration of the trade mark, the respondent herein filed a notice of opposition under Sections 9, 11(a), 11(b), 11(e), 12(1) and 18(1) of the Act.",Ratio of the decision
"He claimed the use of the trade mark ""BADSHAH RAMAYAN"" prior to the appellant herein.",Ratio of the decision
"The respondent herein put forth an objection that the impugned mark, being name of a religious book, cannot become the subject matter of monopoly for an individual.",Ratio of the decision
He further added that his application for the registration of the same trade mark claiming user since 05.11.1986 is pending for registration.,Ratio of the decision
"The application was further opposed with the reasoning that it carries a large sentimental value for the people and therefore, no one can claim sole right to the use of such a word.",Ratio of the decision
